,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
102109,-1.1211225,-0.02641134,1.1807176,-0.22979102,-0.40711543,1.1032149,-0.58433306,0.10449844,-0.27335325,-0.69895715,1.1680416,0.074243605,-0.28935173,1.2194288,0.11248267,0.032461423,-1.6675198,0.13839167,0.49395826,-1.1011317,-0.48083952,-1.47463,0.98785406,0.2558546,0.89492416,2.062287,0.819856,0.12212688,0.1597415,-0.26134905,0.55715907,-0.6827042,1.2409762,-0.67747337,1.0781571,1.8856897,-1.2520535,-0.978085,1.3107829,-0.50191027,-1.3795302,1.6001613,0.13667122,-0.091140494,0.7165354,0.63630366,0.407272,0.7037882,-1.1891041,0.06984405,-0.28682917,-0.5694331,1.6849468,-1.6582893,-0.08219206,0.27770263,-0.22381778,-0.34591952,-0.8569317,1.3458687,-0.29268497,0.4203285,-0.66361296,-0.9483835,-0.87305045,-0.33276102,0.53261435,-0.18103123,-0.36223722,-0.075945005,0.3800574,-0.5690715,0.31212887,-0.3304655,-0.123561114
102311,0.48006994,-0.27734086,2.868174,0.33774984,0.4722744,0.4839731,0.12501937,-0.2012115,-1.8801297,0.29179212,0.75677896,1.2367644,-0.10786966,0.071670964,0.68280673,0.90434694,-0.5049727,0.3799515,0.25348035,1.7566624,-1.4898113,-0.24071527,0.049616557,1.3715723,1.0153903,0.771703,-1.0346564,-0.72785026,1.4085987,-1.5891641,0.5792046,0.7875795,0.89883274,-0.14350179,1.0746498,0.8793729,-1.7126741,-0.52741736,-1.6457834,-2.3605576,0.23037986,-0.88097334,1.1407124,0.31382445,-0.65693057,-0.82133883,-0.5780298,0.84504306,0.38406703,0.41332707,-0.08756618,-0.7353054,-0.5008951,0.5829586,-2.0165372,-1.5095919,0.38216105,0.68069243,1.3945332,0.9184072,0.4837281,-0.5084158,-0.51928765,0.50872564,0.4040694,-0.15180801,-0.58105785,1.1262976,-1.3540081,1.170125,1.0711784,1.1573881,0.46749708,-0.642777,-0.436431
102513,0.7633432,-0.41668612,-0.20326728,0.5165829,0.21784878,-0.5258713,-1.3477029,-0.9383114,1.2047822,-0.019890724,-0.19887201,0.8776227,1.3540089,0.95152503,0.4153205,0.13616788,-0.7947569,0.9906021,-0.25918353,-1.1035827,-0.8392691,0.66850364,0.5742812,-0.84558946,1.9164681,-0.22187722,-0.17215517,0.08922392,-0.73408335,-1.4867734,1.7552235,0.17912386,0.59625834,0.37184253,0.023270942,1.0827147,2.1103373,-1.1017358,-0.5548973,-0.044583194,0.37143278,-0.64159644,-0.34488723,-0.12795828,-0.20990732,-0.0043218946,0.9498109,2.1731415,-0.1399794,-0.62363607,0.9800979,0.18018387,0.553753,1.1684499,-1.3889754,-1.3323808,-0.64827675,-0.3302504,0.7288998,1.1179072,0.4429084,-0.51965183,-1.9809608,0.12640598,-0.37062904,0.7475649,-1.2714571,-0.1663433,1.8348128,0.3751985,-1.0025226,-0.32226864,-0.3235489,-2.1660638,0.61897856
102614,0.48172447,0.19231297,1.9529253,-1.0924238,1.5858222,2.0023425,-0.093184695,-0.6913497,1.6122854,1.5457304,0.8020416,-0.13108647,-0.2364867,-1.0879625,-0.04067046,-0.42932564,-1.3279718,-0.4081145,-1.0767136,-0.93448293,0.7831643,-0.96308434,0.20067675,-1.3613474,-0.62832195,1.5133799,0.6961984,0.4999514,1.2558151,-1.329547,-0.39376438,-0.7281153,1.5450623,0.0604338,0.5704524,-0.06074233,0.8220983,-0.47025484,0.12881882,1.8509787,-0.4396453,0.36316,0.8503114,-1.4973747,-0.020908333,-0.4646872,0.99393827,-1.6075912,0.7261501,0.63751596,-0.73671687,-0.3568311,-0.03240935,-0.42102554,0.2805274,-0.6179832,-0.118952915,-0.02184263,0.15930818,-0.08058737,0.730611,-0.2595357,-2.118226,0.24195057,0.90353,1.1376925,-1.5325552,0.054589044,1.2835388,0.7750091,-0.21271932,-0.040515155,-0.10579131,-1.5120822,-0.6019038
102715,1.8715855,2.6841104,0.4284003,-1.1470925,-1.1083736,0.1559105,-0.043775864,-1.6266505,1.9341013,-1.1202929,1.7877164,0.08018321,-0.21152781,-0.2894848,0.41010362,0.29142258,1.2220677,1.6068097,0.1291115,-2.3080597,-0.781789,0.028669795,-0.7400704,1.3624543,-0.4086797,1.089606,0.0645068,1.5940783,2.0205786,-0.5209568,-0.6479758,-0.47845024,1.1563411,-0.795994,1.6024469,-0.73012054,-0.5181583,0.12560041,0.54411924,-0.5172774,-1.6067388,1.628312,-0.10830999,-0.04540346,0.69854593,-2.2730424,-0.10994188,-1.0049137,0.6567571,0.9448792,-1.6951802,-1.5513518,1.4690827,-0.5524926,0.5508702,0.008060235,0.19962542,1.3088893,1.0546505,0.02002292,-0.72915936,-0.31521627,-1.9943378,-0.1800604,1.1166146,0.37992653,0.29802543,-0.55403674,-0.43850538,0.33655533,-0.16980354,0.4659249,0.2214745,-1.4378098,0.07329738
102816,1.2158622,1.2911521,1.0971326,1.271221,-0.18522343,0.007828269,-0.013683271,-0.018772565,-0.6893563,-1.1373835,0.90676725,0.21255326,-1.3539025,2.9098213,-1.656608,0.6591618,0.5898249,0.89230984,0.5496487,-0.59677637,0.3600388,-0.15221891,-0.07275519,-1.2609856,-0.9264183,-0.007516804,-1.0647327,-0.17667931,1.546326,-0.20813456,0.4120051,-0.05399823,0.83455426,0.47381184,0.22183192,0.61781335,0.21346448,0.38687673,-1.5779028,-2.2056615,0.4584937,-0.40370193,-0.32277006,-1.2648586,-1.2070029,0.46035236,1.0960329,-0.36197084,2.4145148,0.27305973,-1.1965017,-0.76781714,-0.05723091,0.46547517,0.20044607,-0.7821825,0.8393842,-0.5960305,0.090252265,-0.37645185,-1.0055342,0.5686466,-1.0257202,-0.1313225,-0.95407075,-2.0666678,0.8564704,-1.1367767,1.0357141,0.97353786,0.5998209,-0.9655467,-0.82510966,0.80585694,1.6435255
103010,-1.3087053,1.4345688,1.8634948,0.38530844,1.2761769,-0.08256955,-0.36977565,0.104136854,-3.4717312,-0.2463763,-0.07710389,0.05725813,0.9402737,1.8101685,-0.14121884,-1.0702108,0.20568489,-0.6187591,-0.82711536,-0.46563402,-1.0601958,0.75207186,1.5303731,0.8676725,-0.24728712,-0.9051431,1.486239,0.4066082,0.8579526,0.16497721,-1.0486655,0.8225987,2.416939,0.9200888,1.5655382,-1.3251781,0.6983076,0.6053821,-0.922359,0.45136288,0.81718415,0.20506363,0.31622326,-0.44811323,0.17783386,-1.2341398,-1.2141203,0.34157056,-0.96017677,-1.1943719,-0.081631035,1.0817189,1.3911507,0.0569918,1.6150777,-0.9299424,-0.79087615,1.0230123,-0.4157704,1.9324243,5.7479832e-05,-0.40218326,-0.26943937,-0.37997237,2.2790453,0.6801907,0.78238624,-0.00013623596,-0.9913573,0.2296978,-0.840389,0.86694103,0.28825867,0.70615286,-0.70923567
103111,-0.5173328,1.1677519,0.13371491,1.3725262,0.8180333,0.952208,-0.70781636,-0.50852066,-0.44784033,-0.3028509,0.7069455,-0.3918459,0.046263848,0.6887815,1.1164017,0.27046126,0.6518282,1.0205845,0.30935523,1.6177114,0.9636052,0.35268238,0.48546556,-0.5940236,-0.5498996,-0.23916517,-0.93858415,0.37331757,-1.3600081,-1.7727203,0.38891783,1.0739903,-0.553899,-2.1847239,0.7192816,1.5531331,2.1924956,0.16922654,-0.60232323,-0.10704734,0.9851613,0.12181877,-0.47802478,0.13268371,-1.0998123,0.5028283,2.1923513,-0.5820626,-0.21245837,-0.87724656,1.5945008,0.89077693,1.5924875,-0.108503826,0.12818734,-0.2170503,0.32070178,-0.3332027,-0.38569346,0.4518672,0.42239022,-0.6054536,-0.13590778,0.465223,-0.6567042,-1.08464,1.35637,-0.25070262,0.18473491,0.9663518,-0.4909917,-0.36880338,1.064653,0.2628516,0.6869806
103212,0.7171549,1.4327646,1.3529279,-1.0598114,0.2070094,0.7961912,0.46839222,-0.08277292,-1.8679575,1.1008323,-0.3384784,0.49159163,0.6521861,0.79305,-0.5797198,0.56213504,-0.047743727,-0.42762136,-1.144152,-1.2463596,0.34017986,-0.7061975,-0.77434427,-0.62687147,-0.7556994,-0.41859528,0.50530744,0.4711608,1.4865738,0.17485383,0.87537014,-0.09492674,0.8940268,1.0051836,0.61857504,-0.416963,0.13709621,-0.28368726,-0.7941194,0.062268533,-0.06764536,-0.8009318,-0.2560215,-0.73172146,-0.73589206,0.78881145,0.056048047,0.46099472,0.2252925,-1.1809832,-1.8099716,0.102165125,0.13847126,-0.45121688,-1.7084099,0.5809383,1.0130945,0.0097483825,-1.2945584,0.6616437,0.14242281,-0.72733504,-0.37272096,-0.99797463,1.4977199,0.21618642,-1.1516464,0.56145436,-0.16268995,0.24252132,-1.1680604,-1.1292553,-0.17125544,-1.1077622,0.52812606
103414,0.26917794,2.1472905,0.11407275,-0.55310506,0.16782025,-0.7975201,1.2449576,-0.08924477,0.6699045,-0.11262437,-0.6703427,0.34530517,-0.97671944,-0.59764946,2.6183243,0.03582434,-0.7501279,0.60669297,0.2209462,-0.14793041,0.5115119,0.21991916,0.21016292,0.6382727,0.6628191,0.5687853,-0.80555356,-2.1569345,-0.03247929,-0.28156424,-0.48601422,2.743609,0.6921412,0.52023536,-0.7774913,1.235157,0.4366323,-1.8182832,-1.0219998,-0.3754669,0.04588113,-0.7921108,0.670935,-0.37704626,-1.5704234,-0.21612619,-0.16420117,-0.41527683,0.09762458,-0.8934207,0.31785896,-1.4651098,-0.8308615,0.04486406,-1.3407633,-1.1892189,0.49387252,0.19028383,-0.059994776,-1.4291312,0.1356508,0.70640177,2.1743188,0.23307979,-0.09024382,0.17408013,-0.51110363,-0.026120426,-0.24204215,-1.9178752,-0.099463366,0.04128229,1.6203296,0.9494396,-1.4233938
