,0
194140,2772.56201171875
194443,3343.21875
194645,3596.294921875
194746,2857.13720703125
194847,3557.09716796875
195041,3246.859375
195445,3858.9326171875
195647,3393.375
195849,4430.1962890625
195950,3635.6005859375
196144,2803.3134765625
196346,3824.130859375
196750,3838.815185546875
196851,3851.2236328125
196952,3811.89111328125
197348,3414.46142578125
197449,2719.08154296875
197550,2973.19775390625
197651,2875.205322265625
198047,3069.32958984375
198249,2954.7919921875
198350,3451.420654296875
198451,3700.298828125
198653,3760.063720703125
198855,3524.6513671875
199150,4171.669921875
199251,3451.250244140625
199352,4039.9365234375
199453,2850.946533203125
199655,3552.583984375
199958,4259.8896484375
200008,3993.456298828125
200109,3808.50048828125
200210,4298.44921875
200311,2987.177734375
200513,3705.67529296875
200614,3862.41259765625
200917,3818.230224609375
201111,3257.473876953125
201414,3483.0595703125
201515,3493.38232421875
201717,3698.886962890625
201818,3621.28125
202113,3500.35107421875
202719,4093.92529296875
202820,3769.36865234375
203418,3243.02880859375
203721,3285.0185546875
203923,4017.667236328125
204016,3352.47900390625
204218,2863.66015625
204319,3876.07177734375
204420,3889.785400390625
204521,3187.51708984375
204622,3929.052001953125
205119,3077.03076171875
205220,3510.14404296875
205725,3214.3701171875
205826,3987.156982421875
206222,3032.742431640625
206323,3669.72265625
206525,3191.090576171875
206727,2687.60791015625
206828,4181.228515625
206929,3218.760986328125
207123,3332.627685546875
207426,2997.38671875
207628,3859.16845703125
208024,3237.808837890625
208125,3205.41455078125
208226,2467.319580078125
208327,3574.2978515625
208428,2809.9677734375
208630,3756.83349609375
209127,3308.8818359375
209228,3659.8681640625
209329,3275.085205078125
209531,3004.9873046875
209834,3954.5
209935,3665.144287109375
210011,2923.78125
210112,3914.48193359375
210415,2987.1181640625
210617,3686.613525390625
211114,3855.619384765625
211215,3796.07080078125
211316,3141.97021484375
211417,3099.409912109375
211619,3041.81787109375
211720,3570.541748046875
211821,2711.863525390625
211922,3826.1005859375
212015,4818.24267578125
212116,3158.7958984375
212217,3290.74951171875
212318,2842.7236328125
212419,4107.2236328125
212823,3922.884033203125
213017,3280.675537109375
213421,3562.74072265625
213522,3252.455322265625
214019,2861.151123046875
214221,3385.48388671875
214423,3890.2041015625
214524,3521.9462890625
214625,3034.61328125
214726,3084.2099609375
217126,3516.1357421875
217429,3424.04345703125
219231,4054.08935546875
220721,3316.080078125
221218,4012.06201171875
221319,2870.739990234375
223929,4383.96875
224022,3161.027099609375
227432,2751.383544921875
227533,3289.498291015625
228434,2803.901611328125
231928,2558.3798828125
233326,3396.52294921875
236130,2969.171142578125
237334,2930.05810546875
238033,4048.165771484375
239136,3361.03173828125
239944,3733.74951171875
245333,3827.62548828125
246133,3628.9765625
248238,3962.938232421875
248339,4269.63330078125
249947,3956.862060546875
250427,3202.808837890625
250932,2941.559326171875
251833,3722.36767578125
255639,2781.752197265625
255740,2559.440185546875
256540,3738.326416015625
257542,3295.23876953125
257845,3554.22216796875
257946,3309.27783203125
263436,3597.9052734375
268749,3362.67578125
268850,3534.03125
270332,4108.361328125
274542,3239.311279296875
275645,3745.4169921875
280739,3318.0390625
280941,2836.369140625
281135,3775.76708984375
283543,3376.528564453125
284646,3554.44775390625
285345,2984.82177734375
285446,3731.0478515625
286347,4405.59033203125
286650,3025.80615234375
287248,3611.0478515625
289555,2982.513671875
290136,3701.58740234375
293748,2327.493408203125
295146,3507.144287109375
297655,3486.67822265625
298051,3472.9228515625
298455,3420.551025390625
299154,3997.72900390625
299760,3336.704345703125
300618,3030.3134765625
300719,3344.583251953125
303119,4356.70849609375
303624,4147.509765625
304020,3359.884765625
304727,3242.66845703125
305830,2869.8359375
307127,3203.45458984375
308129,4827.62109375
308331,3671.327880859375
309636,3458.83251953125
310621,3568.34033203125
311320,2974.29736328125
314225,3446.2294921875
316633,2695.76904296875
316835,3130.80126953125
317332,3757.3837890625
318637,3323.44873046875
320826,3886.27197265625
321323,3196.55615234375
322224,3197.39404296875
325129,2947.86474609375
329440,5194.01708984375
329844,3267.2001953125
330324,3159.552001953125
333330,2644.16455078125
334635,3557.62890625
336841,3189.9697265625
339847,3722.787841796875
341834,4141.56201171875
342129,3904.955078125
346137,3824.237060546875
346945,3466.64306640625
348545,3478.246337890625
349244,3367.81201171875
350330,3368.3076171875
351938,4207.4287109375
352132,3215.958740234375
352738,3534.23291015625
353740,3763.156982421875
355239,3453.087890625
355542,3607.064697265625
355845,3409.626220703125
356948,4548.4560546875
358144,3380.05517578125
360030,4104.83154296875
361234,3141.9814453125
361941,3725.51708984375
362034,3669.38525390625
365343,3635.098876953125
366042,2739.6611328125
366446,3605.93798828125
368551,4187.95947265625
368753,3883.09130859375
371843,3591.84033203125
376247,2944.969970703125
377451,3390.251220703125
378756,3066.39794921875
378857,3913.25634765625
379657,3236.91943359375
380036,2966.968994140625
381038,3003.9453125
381543,3721.02734375
382242,3740.27099609375
385046,2658.288330078125
385450,3301.568603515625
386250,4173.77294921875
387959,3651.75927734375
389357,3555.983642578125
390645,4027.518310546875
391748,3269.27880859375
392447,3677.89697265625
392750,3255.7900390625
393247,2780.353515625
393550,3550.081787109375
394956,3518.274169921875
395251,4253.095703125
395756,3576.920654296875
395958,3481.094970703125
397154,2907.410400390625
397760,3587.336181640625
397861,2959.9892578125
401422,3931.4384765625
406432,4837.630859375
406836,2900.09130859375
412528,3264.163330078125
413934,3912.037109375
414229,3548.3955078125
415837,3494.34619140625
419239,3643.3115234375
421226,3817.647216796875
422632,3540.64990234375
424939,3681.205322265625
429040,2710.36962890625
432332,3146.3603515625
433839,3740.53125
436239,2873.92333984375
436845,3490.950439453125
441939,3287.427490234375
445543,2936.73046875
448347,2969.2314453125
449753,4234.56396484375
453441,3583.08935546875
453542,3044.3798828125
454140,3677.367431640625
456346,4005.83544921875
459453,2458.77587890625
461743,3136.58349609375
462139,3041.29638671875
463040,3016.75732421875
465852,5377.884765625
467351,3594.73046875
468050,3585.206787109375
469961,3060.21044921875
473952,3224.5771484375
475855,3720.50732421875
479762,3479.8359375
480141,4213.798828125
481042,2877.89697265625
481951,3633.731201171875
485757,2914.239501953125
486759,3757.0771484375
492754,3062.9541015625
495255,3596.23388671875
497865,3289.8037109375
499566,3271.490234375
500222,3352.36083984375
506234,3423.25439453125
510225,4946.55224609375
510326,3450.971435546875
512835,3442.869140625
513130,3525.900634765625
513736,3901.96484375
516742,2744.41357421875
517239,3495.786376953125
518746,3633.94775390625
519647,2927.281982421875
519950,4967.1611328125
520228,3848.988525390625
521331,2889.9345703125
522434,3675.55712890625
523032,3186.70751953125
524135,2903.511474609375
525541,3181.6796875
529549,3579.4892578125
529953,3940.27734375
530635,3549.1513671875
531536,3755.389404296875
531940,2888.853759765625
536647,3003.401611328125
540436,3268.0673828125
541640,3195.69873046875
541943,2981.0009765625
545345,3581.9345703125
547046,3133.0341796875
548250,3505.646728515625
549757,3726.272705078125
550439,3712.362060546875
552241,4153.64453125
552544,3483.351318359375
553344,3501.4365234375
555348,3261.14453125
555651,3098.15185546875
555954,3138.02685546875
557857,3512.42822265625
558657,3851.76318359375
558960,3649.48388671875
559053,2888.017578125
559457,3478.3046875
561242,3809.5986328125
561444,3971.57470703125
561949,3288.820068359375
562345,2832.78515625
562446,3408.009033203125
565452,3510.44140625
566454,3209.32861328125
567052,3321.43896484375
567759,3013.02978515625
567961,2854.7119140625
568963,3013.84033203125
569965,4132.0849609375
570243,3358.478515625
571144,2921.0234375
571548,3274.28369140625
572045,2619.724609375
573249,3830.13916015625
573451,4033.734619140625
576255,3069.4853515625
578057,3082.9052734375
578158,3389.94775390625
579665,3870.123779296875
579867,3916.8271484375
580044,2915.2919921875
580347,3351.96435546875
580650,4019.63525390625
580751,3224.09912109375
581349,2568.57763671875
581450,3819.580078125
583858,3800.019775390625
584355,3047.999755859375
585256,2970.4345703125
585862,3312.01416015625
586460,3698.04052734375
587664,3199.65869140625
588565,3690.101318359375
589567,3328.220703125
590047,3310.324462890625
592455,2469.506591796875
594156,3234.477783203125
597869,3941.82421875
598568,3911.12548828125
599065,4257.4599609375
599469,3962.827880859375
599671,3573.535400390625
601127,3498.788330078125
604537,3724.38623046875
609143,3398.403564453125
611231,3095.2685546875
611938,4157.4619140625
613235,3149.47412109375
613538,3267.025146484375
614439,2913.078857421875
615441,3394.477783203125
615744,2654.552001953125
616645,4027.46826171875
617748,3953.3076171875
618952,4238.6328125
620434,3109.95947265625
622236,3664.44775390625
623137,2993.8115234375
623844,3825.32666015625
626648,2934.1416015625
627549,3114.56298828125
627852,2811.710693359375
628248,3386.579833984375
633847,3451.540283203125
634748,2504.302734375
635245,3889.19189453125
638049,3690.829833984375
644044,3264.67333984375
644246,4185.95068359375
645450,3374.28857421875
645551,3015.017578125
647858,3897.751220703125
650746,3536.26220703125
654350,3783.64306640625
654552,3379.504150390625
654754,3279.32177734375
656253,4131.8173828125
656657,4085.06689453125
657659,3667.500244140625
660951,3804.821044921875
662551,3510.557861328125
663755,4365.0869140625
664757,3328.12548828125
665254,3889.40966796875
667056,3334.5771484375
668361,3525.281494140625
671855,3994.611328125
672756,3237.3662109375
673455,3071.382568359375
675661,3573.697265625
677766,3917.544921875
677968,4192.208984375
679568,3135.245849609375
679770,3634.575927734375
680250,3152.21337890625
680452,2852.49609375
680957,2533.796630859375
683256,3309.0625
685058,3341.2490234375
686969,4403.46484375
687163,4100.0341796875
688569,3650.185302734375
689470,4608.033203125
690152,3108.385986328125
692964,3929.194091796875
693461,3638.945556640625
693764,3760.36279296875
694362,3338.422607421875
695768,3027.75439453125
698168,2874.45458984375
700634,4479.220703125
701535,3411.025390625
702133,3614.047119140625
704238,4009.04443359375
705341,2883.328125
706040,3199.43310546875
707749,2861.530029296875
709551,3302.887451171875
713239,2659.3896484375
715041,2868.8740234375
715647,3094.03173828125
715950,3740.72265625
720337,3226.435791015625
723141,3030.9140625
724446,3594.491455078125
725751,3844.14111328125
727553,3900.0234375
727654,3402.7783203125
728454,4116.92626953125
729254,3080.0986328125
729557,3315.1279296875
731140,3552.009033203125
732243,3002.826171875
733548,3214.6767578125
734045,3114.459716796875
734247,3059.08349609375
735148,3539.495361328125
737960,4005.269775390625
742549,2886.576171875
744553,3158.92578125
745555,2100.65380859375
748258,3468.435302734375
748662,2896.29248046875
749058,4522.23046875
749361,3331.994873046875
751348,3382.76416015625
751550,3844.304443359375
753150,3844.597412109375
753251,3745.3154296875
756055,3845.56494140625
757764,2862.79052734375
759869,3106.367919921875
760551,3878.972900390625
761957,3804.594970703125
763557,3151.90673828125
765056,4044.992919921875
765864,3996.153076171875
766563,3257.699951171875
767464,3294.986083984375
769064,3322.30517578125
770352,3069.478515625
771354,3501.32080078125
773257,3231.228759765625
774663,3542.04833984375
779370,3782.94677734375
782157,3190.07666015625
782561,3586.16552734375
783462,3296.323486328125
784565,3212.31005859375
786569,3015.63720703125
788674,3360.87060546875
788876,2860.765625
789373,2606.65185546875
792564,3689.412109375
792766,3081.538818359375
792867,3342.9443359375
793465,3766.51416015625
800941,3458.419921875
802844,3936.54296875
803240,3423.450927734375
804646,3645.832763671875
809252,3445.28759765625
810439,4001.7724609375
810843,3469.00390625
812746,3538.94677734375
814548,4178.7021484375
814649,3965.599853515625
815247,4360.2431640625
816653,3764.03466796875
818455,3202.34912109375
818859,3632.3486328125
820745,2765.19921875
822244,3407.626953125
825048,3755.28662109375
825553,3376.3232421875
825654,3532.1123046875
826353,3671.365478515625
826454,3079.1875
827052,3260.42138671875
828862,3807.53759765625
832651,3127.710693359375
833148,3442.3642578125
833249,3097.0498046875
835657,2645.50390625
837560,3417.502685546875
837964,3443.2724609375
841349,3279.404541015625
843151,3653.5361328125
844961,3461.606201171875
845458,2981.523193359375
849264,3508.0087890625
849971,4114.0615234375
852455,3572.685791015625
856463,3477.7958984375
856766,3640.138916015625
856968,3232.8388671875
857263,3735.236083984375
859671,2826.869140625
861456,3250.201171875
865363,3532.2431640625
867468,4070.503662109375
869472,3196.73876953125
870861,3390.076416015625
871762,3279.1650390625
871964,3584.67138671875
872158,4236.51513671875
872562,3324.031982421875
872764,3412.8564453125
873968,2935.473876953125
877168,3249.173583984375
877269,3161.58056640625
878776,3481.44775390625
878877,2737.096923828125
880157,3674.51171875
882161,2742.150390625
884064,3264.12109375
885975,3628.64892578125
886674,3705.89013671875
887373,3707.847412109375
888678,3026.649658203125
889579,3463.688232421875
891667,3888.236083984375
894067,3169.3427734375
894673,4324.119140625
894774,2879.59619140625
896778,3897.15283203125
896879,4507.83251953125
898176,3553.192626953125
899885,3291.439697265625
901038,3502.62646484375
901139,3577.894287109375
901442,2741.9189453125
902242,3387.802978515625
904044,2903.692138671875
905147,2770.29541015625
907656,3048.98291015625
908860,3689.355224609375
910241,3243.29150390625
910443,3108.06884765625
911849,3060.505859375
912447,4224.8515625
917255,3756.27294921875
917558,3238.0205078125
919966,3784.081298828125
922854,4040.11279296875
923755,4009.0830078125
926862,3575.509033203125
927359,3886.93603515625
929464,3147.588134765625
930449,3150.211669921875
932554,3523.933837890625
933253,3244.8359375
937160,3605.57177734375
942658,4322.98486328125
943862,3810.2041015625
947668,4152.6630859375
951457,3064.3046875
952863,3024.5908203125
953764,3289.667236328125
955465,3448.1552734375
957974,3597.63232421875
958976,3651.039794921875
959574,3019.4267578125
962058,3571.73828125
965367,4274.52294921875
965771,4107.71923828125
966975,3291.80322265625
969476,3625.80712890625
970764,4231.22412109375
971160,3229.2294921875
972566,3161.305419921875
973770,3938.37353515625
978578,3106.322265625
979984,3374.5107421875
983773,3356.10595703125
984472,3530.3310546875
987074,3498.631103515625
987983,3803.005126953125
989987,3119.367919921875
990366,3108.311767578125
991267,5016.421875
992673,3626.62841796875
992774,3208.058349609375
993675,2998.15673828125
994273,3036.695556640625
995174,2718.95263671875
996782,3875.39404296875
